food_name,calories,fat,sat_fat,carbs,sugar,protein,fiber,cholesterol,sodium,sodium_pct_daily,cholesterol_pct_daily,sat_fat_pct_daily,fat_pct_daily,carbs_pct_daily,fiber_pct_daily,sugar_pct_meal_limit,risk_level,risk_label,chatbot_summary
cattail,5,0.0,0.0,1.0,0.074,0.2,0.9,0.0,0.031,0.0015500000000000002,0.0,0.0,0.0,0.33333333333333337,3.6000000000000005,0.74,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chervil dried,5,0.002,0.066,0.9,0.0,0.4,0.2,0.0,0.076,0.0038000000000000004,0.0,0.33,0.003076923076923077,0.3,0.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chewing gum sugarless,5,0.013,0.09,1.9,0.0,0.0,0.078,0.0,0.001,4.9999999999999996e-05,0.0,0.44999999999999996,0.019999999999999997,0.6333333333333333,0.312,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tamarinds,5,0.013,0.023,1.3,0.8,0.057,0.1,0.0,0.007,0.00035,0.0,0.11499999999999999,0.019999999999999997,0.4333333333333333,0.4,8.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
raspberries,5,0.034,0.005,1.2,0.4,0.1,0.7,0.0,0.054,0.0026999999999999997,0.0,0.025,0.05230769230769231,0.4,2.8,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
oyster mushroom,5,0.035,0.016,0.9,0.2,0.5,0.3,0.0,0.098,0.004900000000000001,0.0,0.08,0.053846153846153856,0.3,1.2,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
salsa sauce,5,0.039,0.07,1.2,0.7,0.3,0.3,0.0,0.1,0.005,0.0,0.35000000000000003,0.06,0.4,1.2,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
baby carrots,5,0.053,0.015,1.2,0.7,0.031,0.4,0.0,0.097,0.00485,0.0,0.075,0.08153846153846153,0.4,1.6,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
dried tomatoes,5,0.053,0.032,1.1,0.8,0.3,0.2,0.0,0.069,0.0034500000000000004,0.0,0.16,0.08153846153846153,0.3666666666666667,0.8,8.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cherries,5,0.056,0.053,1.3,1.0,0.068,0.2,0.0,0.0,0.0,0.0,0.265,0.08615384615384615,0.4333333333333333,0.8,10.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
lemongrass citronella,5,0.076,0.067,1.2,0.0,0.038,0.0,0.0,0.024,0.0012000000000000001,0.0,0.335,0.11692307692307692,0.4,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pumpkin flowers raw,5,0.084,0.049,1.1,0.0,0.3,0.0,0.0,0.066,0.0033000000000000004,0.0,0.245,0.12923076923076923,0.3666666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
longans dried,5,0.091,0.0,1.3,0.0,0.027,0.0,0.0,0.018,0.0008999999999999999,0.0,0.0,0.13999999999999999,0.4333333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
marjoram dried,5,0.1,0.056,1.0,0.077,0.2,0.7,0.0,0.004,0.00019999999999999998,0.0,0.27999999999999997,0.15384615384615385,0.33333333333333337,2.8,0.77,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
arugula,5,0.1,0.029,0.7,0.4,0.5,0.3,0.0,0.018,0.0008999999999999999,0.0,0.14500000000000002,0.15384615384615385,0.2333333333333333,1.2,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
allspice ground,5,0.2,0.034,1.4,0.0,0.1,0.4,0.0,0.001,4.9999999999999996e-05,0.0,0.17,0.3076923076923077,0.4666666666666666,1.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
coriander seeds,5,0.3,0.049,1.0,0.0,0.2,0.8,0.0,0.095,0.00475,0.0,0.245,0.4615384615384615,0.33333333333333337,3.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
black pepper,6,0.006,0.034,1.5,0.08,0.2,0.6,0.0,0.036,0.0017999999999999997,0.0,0.17,0.009230769230769232,0.5,2.4,0.8,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
fish sauce,6,0.013,0.08,0.7,0.7,0.9,0.0,0.0,1.4,0.06999999999999999,0.0,0.4,0.019999999999999997,0.2333333333333333,0.0,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
lychee,6,0.016,0.06,1.6,1.5,0.024,0.1,0.0,0.029,0.00145,0.0,0.3,0.024615384615384615,0.5333333333333334,0.4,15.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
orange peel,6,0.017,0.046,1.5,0.0,0.093,0.6,0.0,0.023,0.00115,0.0,0.22999999999999998,0.026153846153846156,0.5,2.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
shiitake mushrooms raw,6,0.039,0.0,1.3,0.5,0.4,0.5,0.0,0.096,0.0048000000000000004,0.0,0.0,0.06,0.4333333333333333,2.0,5.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
ginger ground,6,0.043,0.088,1.3,0.067,0.2,0.3,0.0,0.038,0.0019000000000000002,0.0,0.43999999999999995,0.06615384615384615,0.4333333333333333,1.2,0.67,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cinnamon ground,6,0.044,0.074,2.1,0.066,0.1,1.4,0.0,0.022,0.0011,0.0,0.37,0.06769230769230769,0.7000000000000001,5.6,0.66,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
mung bean sprouts raw,6,0.044,0.036,1.2,0.8,0.6,0.4,0.0,0.08,0.004,0.0,0.18,0.06769230769230769,0.4,1.6,8.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
celery raw,6,0.045,0.005,1.2,0.5,0.3,0.6,0.0,0.019,0.0009500000000000001,0.0,0.025,0.06923076923076922,0.4,2.4,5.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
mulberries,6,0.049,0.004,1.5,1.2,0.2,0.3,0.0,0.021,0.0010500000000000002,0.0,0.02,0.07538461538461538,0.5,1.2,12.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
lotus root cooked,6,0.056,0.029,1.4,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.14500000000000002,0.08615384615384615,0.4666666666666666,1.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
instant coffee powder decaffeinated,6,0.069,0.015,1.4,0.0,0.2,0.0,0.0,0.09,0.0045,0.0,0.075,0.10615384615384617,0.4666666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
amaranth leaves,6,0.075,0.072,1.1,0.0,0.7,0.0,0.0,0.071,0.0035499999999999993,0.0,0.36,0.11538461538461538,0.3666666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
spring onion scallions,6,0.077,0.029,1.5,0.5,0.4,0.5,0.0,0.048,0.0024000000000000002,0.0,0.14500000000000002,0.11846153846153847,0.5,2.0,5.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tomato chili sauce,6,0.095,0.076,1.2,0.6,0.2,0.4,0.0,0.083,0.00415,0.0,0.38,0.14615384615384616,0.4,1.6,6.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cardamom,6,0.1,0.065,1.4,0.0,0.2,0.6,0.0,0.013,0.00065,0.0,0.325,0.15384615384615385,0.4666666666666666,2.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
salsa verde,6,0.1,0.0,1.0,0.5,0.2,0.3,0.0,0.034,0.0017,0.0,0.0,0.15384615384615385,0.33333333333333337,1.2,5.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cloves ground,6,0.3,0.017,1.4,0.028,0.1,0.7,0.0,0.0,0.0,0.0,0.085,0.4615384615384615,0.4666666666666666,2.8,0.27999999999999997,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
dried tomatoes canned in oil,6,0.4,0.072,0.7,0.0,0.2,0.2,0.0,0.056,0.0028,0.0,0.36,0.6153846153846154,0.2333333333333333,0.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
vegetable oil spread fat free,6,0.5,0.015,0.4,0.0,0.2,0.0,0.2,0.1,0.005,0.06666666666666668,0.075,0.7692307692307693,0.13333333333333336,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
white pepper,7,0.0,0.002,1.6,0.0,0.2,0.6,0.0,0.075,0.00375,0.0,0.01,0.0,0.5333333333333334,2.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
lemonade low calorie,7,0.0,0.0,1.6,0.0,0.092,0.0,0.0,0.013,0.00065,0.0,0.0,0.0,0.5333333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
lychee dried,7,0.003,0.076,1.8,1.7,0.01,0.1,0.0,0.049,0.0024500000000000004,0.0,0.38,0.004615384615384616,0.6,0.4,17.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
onion cooked,7,0.034,0.095,1.5,0.7,0.2,0.2,0.0,0.04,0.002,0.0,0.475,0.05230769230769231,0.5,0.8,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
swiss chard raw,7,0.042,0.065,1.3,0.4,0.6,0.6,0.0,0.089,0.00445,0.0,0.325,0.06461538461538462,0.4333333333333333,2.4,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
prickly pear cooked,7,0.043,0.0,1.6,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.06615384615384615,0.5333333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
shrimp cooked,7,0.092,0.023,0.013,0.0,1.3,0.0,11.6,0.012,0.0006000000000000001,3.8666666666666667,0.11499999999999999,0.14153846153846156,0.004333333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chicory greens,7,0.096,0.078,1.4,0.2,0.5,1.2,0.0,0.017,0.00085,0.0,0.38999999999999996,0.1476923076923077,0.4666666666666666,4.8,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
celery cooked,7,0.098,0.064,1.5,0.9,0.3,0.6,0.0,0.093,0.00465,0.0,0.32,0.15076923076923077,0.5,2.4,9.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
spinach raw,7,0.1,0.024,1.1,0.1,0.9,0.7,0.0,0.036,0.0017999999999999997,0.0,0.12000000000000001,0.15384615384615385,0.3666666666666667,2.8,1.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
italian dressing fat free,7,0.1,0.099,1.2,1.2,0.1,0.077,0.3,0.2,0.01,0.1,0.49500000000000005,0.15384615384615385,0.4,0.308,12.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pumpkin leaves raw,7,0.2,0.053,0.9,0.0,1.2,0.0,0.0,0.057,0.00285,0.0,0.265,0.3076923076923077,0.3,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
anise seeds,7,0.3,0.06,1.1,0.0,0.4,0.3,0.0,0.1,0.005,0.0,0.3,0.4615384615384615,0.3666666666666667,1.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
fennel seeds,7,0.3,0.008,1.0,0.0,0.3,0.8,0.0,0.097,0.00485,0.0,0.04,0.4615384615384615,0.33333333333333337,3.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
kale raw,7,0.3,0.057,0.9,0.2,0.6,0.9,0.0,0.045,0.00225,0.0,0.28500000000000003,0.4615384615384615,0.3,3.6000000000000005,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cream of tartar,8,0.0,0.0,1.8,0.0,0.0,0.01,0.0,0.009,0.00044999999999999993,0.0,0.0,0.0,0.6,0.04,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
string beans wellsley farms,8,0.0,0.0,1.7,0.3,0.3,0.087,1.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.5666666666666667,0.348,3.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
onion powder,8,0.024,0.068,1.9,0.2,0.2,0.4,0.0,0.048,0.0024000000000000002,0.0,0.34,0.036923076923076927,0.6333333333333333,1.6,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
iceberg lettuce,8,0.045,0.089,1.7,1.1,0.5,0.7,0.0,0.022,0.0011,0.0,0.445,0.06923076923076922,0.5666666666666667,2.8,11.000000000000002,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
soy sauce,8,0.054,0.025,0.8,0.097,1.3,0.1,0.0,0.9,0.045,0.0,0.125,0.08307692307692308,0.2666666666666667,0.4,0.97,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
prickly pear raw,8,0.072,0.0,1.9,0.2,0.001,1.0,0.0,0.065,0.0032500000000000003,0.0,0.0,0.11076923076923076,0.6333333333333333,4.0,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
brussels sprouts raw,8,0.077,0.072,1.7,0.4,0.6,0.7,0.0,0.049,0.0024500000000000004,0.0,0.36,0.11846153846153847,0.5666666666666667,2.8,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
beet greens raw,8,0.078,0.026,1.6,0.2,0.8,1.4,0.0,0.013,0.00065,0.0,0.13,0.12,0.5333333333333334,5.6,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
maraschino cherries,8,0.083,0.06,2.1,1.9,0.06,0.2,0.0,0.072,0.0035999999999999995,0.0,0.3,0.1276923076923077,0.7000000000000001,0.8,19.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
new zealand spinach raw,8,0.1,0.077,1.4,0.2,0.8,0.8,0.0,0.017,0.00085,0.0,0.385,0.15384615384615385,0.4666666666666666,3.2,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
brussels sprouts cooked,8,0.1,0.099,1.5,0.4,0.5,0.5,0.0,0.051,0.00255,0.0,0.49500000000000005,0.15384615384615385,0.5,2.0,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
romaine lettuce,8,0.1,0.049,1.5,0.6,0.6,1.0,0.0,0.083,0.00415,0.0,0.245,0.15384615384615385,0.5,4.0,6.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
hungarian pepper,8,0.1,0.082,1.8,1.0,0.2,0.3,0.0,0.028,0.0014,0.0,0.41000000000000003,0.15384615384615385,0.6,1.2,10.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
eastern oyster cooked,8,0.2,0.073,0.7,0.0,0.7,0.0,3.7,0.038,0.0019000000000000002,1.2333333333333334,0.36499999999999994,0.3076923076923077,0.2333333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
eastern oyster raw,8,0.2,0.0,0.8,0.0,0.7,0.0,3.5,0.021,0.0010500000000000002,1.1666666666666667,0.0,0.3076923076923077,0.2666666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
turmeric ground,8,0.2,0.093,1.4,0.062,0.2,0.5,0.0,0.064,0.0031999999999999997,0.0,0.46499999999999997,0.3076923076923077,0.4666666666666666,2.0,0.62,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
beef broth powder,8,0.3,0.2,0.6,0.6,0.6,0.0,0.4,0.9,0.045,0.13333333333333336,1.0,0.4615384615384615,0.2,0.0,6.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
anchovy canned in oil,8,0.4,0.001,0.0,0.0,1.2,0.0,3.4,0.1,0.005,1.1333333333333333,0.005,0.6153846153846154,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chili powder,8,0.4,0.061,1.3,0.2,0.4,0.9,0.0,0.014,0.0007,0.0,0.305,0.6153846153846154,0.4333333333333333,3.6000000000000005,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cumin seeds,8,0.5,0.096,0.9,0.063,0.4,0.2,0.0,0.073,0.00365,0.0,0.48000000000000004,0.7692307692307693,0.3,0.8,0.63,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
beer light budweiser,9,0.0,0.0,0.4,0.0,0.066,0.0,0.0,0.016,0.0007999999999999999,0.0,0.0,0.0,0.13333333333333336,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
